clw			Chulym
cly			Chatino, Eastern Highland
cma			Maa
cme			Cerma
cmg			Mongolian, Classical
cmi			Emberá-Chamí
cmk			Chimakum
cml			Campalagian
cmm			Michigamea
cmn			Mandarin
cmo			Mnong, Central
cmr			Chin, Mro
cms			Messapic
cmt			Camtho
cna			Changthang
cnb			Chin, Chinbon
cnc			Côông
cng			Qiang, Northern
cnh			Chin, Haka
cni			Asháninka
cnk			Chin, Khumi
cnl			Chinantec, Lalana
cnm			Chuj, Ixtatán
cno			Con
cns			Asmat, Central
cnt			Chinantec, Tepetotutla
cnu			Chenoua
cnw			Chin, Ngawn
cnx			Cornish, Middle
coa			Malay, Cocos Islands
cob			Chicomuceltec
coc			Cocopa
cod			Cocama-Cocamilla
coe			Koreguaje
cof			Colorado
cog			Chong
coh			Chonyi
coj			Cochimi
cok			Cora, Santa Teresa
col			Columbia-Wenatchi
com			Comanche
con			Cofán
coo			Comox
cop	cop		Coptic
coq			Coquille
cor	cor	kw	Cornish
cos	cos	co	Corsican
cot			Caquinte
cou			Wamey
cov			Cao Miao
cow			Cowlitz
cox			Nanti
coy			Coyaima
coz			Chochotec
cpa			Chinantec, Palantla
cpb			Ashéninka, Ucayali-Yurúa
cpc			Ajyíninka Apurucayali
cpg			Greek, Cappadocian
cpi			Chinese Pidgin English
cpn			Cherepon
cps			Capiznon
cpu			Ashéninka, Pichis
cpx			Chinese, Pu-Xian
cpy			Ashéninka, South Ucayali
cql			Ceqli
cqu			Quechua, Chilean
cra			Chara
crb			Carib, Island
crc			Lonwolwol
crd			Coeur d'Alene
cre	cre	cr	Cree
crf			Caramanta
crg			Michif
crh	crh		Crimean Turkish; Crimean Tatar
cri			Sãotomense
crj			East Cree, Southern
crk			Cree, Plains
crl			East Cree, Northern
crm			Cree, Moose
crn			Cora, El Nayar
cro			Crow
crq			Chorote, Iyo'wujwa
crr			Carolina Algonquian
crs			Seselwa Creole French
crt			Chorote, Iyojwa'ja
cru			Carútana
crv			Chaura
crw			Chrau
crx			Carrier
cry			Cori
crz			Cruzeño
csa			Chinantec, Chiltepec
csb	csb		Kashubian
csc			Catalonian Sign Language
csd			Chiangmai Sign Language
cse			Czech Sign Language
csf			Cuba Sign Language
csg			Chilean Sign Language
csh			Chin, Asho
csi			Miwok, Coast
csk			Jola-Kasa
csl			Chinese Sign Language
csm			Miwok, Central Sierra
csn			Colombian Sign Language
cso			Chinantec, Sochiapan
csq			Croatia Sign Language
csr			Costa Rican Sign Language
css			Ohlone, Southern
cst			Ohlone, Northern
csw			Cree, Swampy
csy			Chin, Siyin
csz			Coos
cta			Chatino, Tataltepec
ctc			Chetco
ctd			Chin, Tedim
cte			Chinantec, Tepinapa
cti			Chol, Tila
ctl			Chinantec, Tlacoatzintepec
ctm			Chitimacha
ctn			Chhintange
cto			Emberá-Catío
ctp			Chatino, Western Highland
cts			Bicolano, Northern Catanduanes
ctu			Chol, Tumbalá
ctz			Chatino, Zacatepec
cua			Cua
cub			Cubeo
cuc			Chinantec, Usila
cug			Cung
cuh			Chuka
cui			Cuiba
cuj			Mashco Piro
cuk			Kuna, San Blas
cul			Culina
cum			Cumeral
cun			Quiché, Cunén
cuo			Cumanagoto
cup			Cupeño
cuq			Cun
cur			Chhulung
cut			Cuicatec, Teutila
cuu			Tai Ya
cuv			Cuvok
cuw			Chukwa
cux			Cuicatec, Tepeuxila
cvn			Chinantec, Valle Nacional
cwa			Kabwa
cwb			Maindo
cwd			Cree, Woods
cwe			Kwere
cwg			Chewong
cwt			Kuwaataay
cya			Chatino, Nopala
cyb			Cayubaba
cym	cym	cy	Welsh
cyo			Cuyonon
czh			Chinese, Huizhou
czk			Knaanic
czn			Chatino, Zenzontepec
czo			Chinese, Min Zhong
czt			Chin, Zotung
daa			Dangaléat
dac			Dambi
dad			Marik
dae			Duupa
daf			Dan
dag			Dagbani
dah			Gwahatike
dai			Day
daj			Daju, Dar Fur
dak	dak		Dakota
dal			Dahalo
dan	dan	da	Danish
dao			Chin, Daai
dap			Nisi
daq			Maria, Dandami
dar	dar		Dargwa
das			Daho-Doo
dat			Darang Deng
dau			Daju, Dar Sila
dav			Taita
daw			Davawenyo
dax			Dayi
daz			Dao
dba			Dogon, Bangeri Me
dbb			Deno
dbd			Dadiya
dbe			Dabe
dbf			Edopi
dbg			Dogon, Dogul Dom
dbi			Doka
dbj			Ida'an
dbl			Dyirbal
dbm			Duguri
dbn			Duriankere
dbo			Dulbu
dbp			Duwai
dbq			Daba
dbr			Dabarre
dbu			Dogon, Bondum Dom
dbv			Dungu
dby			Dibiyaso
dcc			Deccan
dcr			Negerhollands
ddd			Dongotono
dde			Doondo
ddg			Fataluku
ddi			Diodio
ddj			Jaru
ddn			Dendi (Benin)
ddo			Dido
dds			Dogon, Donno So
ddw			Dawera-Daweloor
dea			Delason
dec			Dagik
ded			Dedua
dee			Dewoin
def			Dezfuli
deg			Degema
deh			Dehwari
dei			Demisa
dek			Dek
del	del		Delaware
dem			Dem
den	den		Slave (Athapascan)
dep			Delaware, Pidgin
deq			Dendi (Central African Republic)
der			Deori
des			Desano
deu	deu	de	German
dev			Domung
dez			Dengese
dga			Dagaare, Southern
dgc			Agta, Casiguran Dumagat
dgd			Dagaari Dioula
dge			Degenan
dgg			Doga
dgh			Dghwede
dgi			Dagara, Northern
dgk			Dagba
dgn			Dagoman
dgo			Dogri (specific)
dgr	dgr		Dogrib
dgs			Dogoso
dgu			Degaru
dgx			Doghoro
dgz			Daga
dha			Dhanwar (India)
dhd			Dhundari
dhg			Dhangu
dhi			Dhimal
dhl			Dhalandji
dhm			Zemba
dhn			Dhanki
dho			Dhodia
dhr			Dhargari
dhs			Dhaiso
dhu			Dhurga
dhv			Dehu
dhw			Dhanwar (Nepal)
dia			Dia
dib			Dinka, South Central
dic			Dida, Lakota
did			Didinga
dif			Dieri
dig			Digo
dih			Kumiai
dii			Dimbong
dij			Dai
dik			Dinka, Southwestern
dil			Dilling
dim			Dime
din	din		Dinka
dio			Dibo
dip			Dinka, Northeastern
diq			Dimli
dir			Dirim
dis			Dimasa
dit			Dirari
diu			Diriku
div	div	dv	Divehi
diw			Dinka, Northwestern
dix			Dixon Reef
diy			Diuwe
diz			Ding
djb			Djinba
djc			Daju, Dar Daju
djd			Djamindjung
dje			Zarma
djf			Djangun
dji			Djinang
djj			Djeebbana
djk			Aukan
djl			Djiwarli
djm			Dogon, Jamsay
djn			Djauan
djo			Djongkang
djr			Djambarrpuyngu
dju			Kapriman
djw			Djawi
dka			Dakpakha
dkk			Dakka
dkl			Dogon, Kolum So
dkr			Kuijau
dks			Dinka, Southeastern
dkx			Mazagway
dlg			Dolgan
dlm			Dalmatian
dln			Darlong
dma			Duma
dmc			Dimir
dme			Dugwor
dmg			Kinabatangan, Upper
dmk			Domaaki
dml			Dameli
dmm			Dama
dmo			Kemezung
dmr			Damar, East
dms			Dampelas
dmu			Dubu
dmv			Dumpas
dmx			Dema
dmy			Demta
dna			Dani, Upper Grand Valley
dnd			Daonda
dne			Ndendeule
dng			Dungan
dni			Dani, Lower Grand Valley
dnk			Dengka
dnn			Dzùùngoo
dnr			Danaru
dnt			Dani, Mid Grand Valley
dnu			Danau
dnw			Dani, Western
dny			Dení
doa			Dom
dob			Dobu
doc			Dong, Northern
doe			Doe
dof			Domu
doh			Dong
doi	doi		Dogri (generic)
dok			Dondo
dol			Doso
don			Toura (Papua New Guinea)
doo			Dongo
dop			Lukpa
doq			Dominican Sign Language
dor			Dori'o
dos			Dogosé
dot			Dass
dov			Dombe
dow			Doyayo
dox			Bussa
doy			Dompo
doz			Dorze
dpp			Papar
drb			Dair
drd			Darmiya
dre			Dolpo
drg			Rungus
drh			Darkhat
dri			C'lela
drl			Darling
drn			Damar, West
dro			Daro-Matu
drq			Dura
drr			Dororo
drs			Gedeo
drt			Drents
dru			Rukai
drw			Darwazi
dry			Darai
dsb	dsb		Sorbian, Lower
dse			Dutch Sign Language
dsh			Daasanach
dsi			Disa
dsl			Danish Sign Language
dsn			Dusner
dso			Oriya, Desiya
dsq			Tadaksahak
dta			Daur
dtb			Kadazan, Labuk-Kinabatangan
dtk			Dogon, Tene Kan
dtm			Dogon, Tomo Kan
dtp			Dusun, Central
dtr			Lotud
dts			Dogon, Toro So
dtt			Dogon, Toro Tegu
dua	dua		Duala
dub			Dubli
duc			Duna
dud			Hun-Saare
due			Agta, Umiray Dumaget
duf			Dumbea
dug			Duruma
duh			Dungra Bhil
dui			Dumun
duj			Dhuwal
duk			Duduela
dul			Agta, Alabat Island
dum	dum		Dutch, Middle (ca.1050-1350)
dun			Dusun Deyah
duo			Agta, Dupaninan
dup			Duano'
duq			Dusun Malang
dur			Dii
dus			Dumi
duu			Drung
duv			Duvle
duw			Dusun Witu
dux			Duungooma
duy			Agta, Dicamay
duz			Duli
dva			Duau
dwa			Diri
dws			Dutton World Speedwords
dww			Dawawa
dya			Dyan
dyb			Dyaberdyaber
dyd			Dyugun
dyg			Agta, Villa Viciosa
dyi			Senoufo, Djimini
dyk			Dayak, Land
dyn			Dyangadi
dyo			Jola-Fonyi
dyu	dyu		Dyula
dyy			Dyaabugay
dza			Duguza
dzd			Daza
dzg			Dazaga
dzl			Dzalakha
dzn			Dzando
dzo	dzo	dz	Dzongkha
ebg			Ebughu
ebo			Teke-Ebo
ebr			Ebrié
ebu			Embu
ecr			Eteocretan
ecs			Ecuadorian Sign Language
ecy			Eteocypriot
eee			E
efa			Efai
efe			Efe
efi	efi		Efik
ega			Ega
ego			Eggon
egy	egy		Egyptian (Ancient)
ehu			Ehueun
eip			Eipomek
eit			Eitiep
eiv			Askopan
eja			Ejamat
eka	eka		Ekajuk
eke			Ekit
ekg			Ekari
eki			Eki
ekm			Elip
eko			Koti
ekp			Ekpeye
ekr			Yace
eky			Kayah, Eastern
ele			Elepi
elh			El Hugeirat
eli			Nding
elk			Elkei
ell	ell	el	Greek, Modern (1453-)
elm			Eleme
elo			El Molo
elp			Elpaputih
elu			Elu
elx	elx		Elamite
ema			Emai-Iuleha-Ora
emb			Embaloh
eme			Emerillon
emg			Meohang, Eastern
emi			Mussau-Emira
emk			Maninkakan, Eastern
eml			Emiliano-Romagnolo
emm			Mamulique
emn			Eman
emo			Emok
emp			Emberá, Northern
ems			Yupik, Pacific Gulf
emu			Muria, Eastern
emw			Emplawas
emy			Mayan, Epigraphic
ena			Apali
enb			Endo
enc			En
end			Ende
enf			Enets, Forest
eng	eng	en	English
enh			Enets, Tundra
eni			Enim
enm	enm		English, Middle (1100-1500)
enn			Engenni
eno			Enggano
enq			Enga
enr			Emumu
env			Enwan (Edu State)
enw			Enwan (Akwa Ibom State)
eot			Beti (Côte d'Ivoire)
epi			Epie
epo	epo	eo	Esperanto
erg			Sie
erh			Eruwa
eri			Ogea
erk			Efate, South
ero			Horpa
err			Erre
ers			Ersu
ert			Eritai
erw			Erokwanas
ese			Ese Ejja
esh			Eshtehardi
esi			Inupiatun, North Alaskan
esk			Inupiatun, Northwest Alaska
esl			Egypt Sign Language
esm			Esuma
esn			Salvadoran Sign Language
eso			Estonian Sign Language
esq			Esselen
ess			Yupik, Central Siberian
est	est	et	Estonian
esu			Yupik, Central
etb			Etebi
etc			Etchemin
eth			Ethiopian Sign Language
etn			Eton (Vanuatu)
eto			Eton (Cameroon)
etr			Edolo
ets			Yekhee
ett			Etruscan
etu			Ejagham
etx			Eten
etz			Semimi
eur			Europanto
eus	eus	eu	Basque
eve			Even
evh			Uvbie
evn			Evenki
ewe	ewe	ee	Ewe
ewo	ewo		Ewondo
ext			Extremaduran
eya			Eyak
eze			Uzekwe
faa			Fasu
fab			Fa D'ambu
fad			Wagi
faf			Fagani
fag			Finongan
fah			Fali Of Baissa
fai			Faiwol
faj			Faita
fak			Fang (Cameroon)
fal			Fali, South
fam			Fam
fan	fan		Fang (Equatorial Guinea)
fao	fao	fo	Faroese
fap			Palor
far			Fataleka
fas	fas	fa	Persian
fat	fat		Fanti
fau			Fayu
fax			Fala
fay			Fars, Southwestern
faz			Fars, Northwestern
fcs			Quebec Sign Language
fer			Feroge
ffm			Fulfulde, Maasina
fgr			Fongoro
fia			Nobiin
fie			Fyer
fij	fij	fj	Fijian
fil	fil		Filipino; Pilipino
fin	fin	fi	Finnish
fip			Fipa
fir			Firan
fit			Finnish, Tornedalen
fiw			Fiwaga
fiz			Izere
fkv			Finnish, Kven
fla			Kalispel-Pend d'Oreille
flh			Foau
fli			Fali
fll			Fali, North
flm			Chin, Falam
fln			Flinders Island
flr			Fuliiru
fly			Tsotsitaal
fmp			Fe'fe'
fmu			Muria, Far Western
fng			Fanagalo
fni			Fania
fod			Foodo
foi			Foi
fom			Foma
fon	fon		Fon
for			Fore
fos			Siraya
fpe			Fernando Po Creole English
fqs			Fas
fra	fra	fr	French
frc			French, Cajun
frd			Fordata
fri			Frisian, Western
frk			Frankish
frm	frm		French, Middle (ca.1400-1600)
fro	fro		French, Old (842-Ca.1400)
frp			Franco-Provençal
frq			Forak
frr			Frisian, Northern
frs	frs		Frisian, Eastern
frt			Fortsenal
fry		fy	Frisian
fse			Finnish Sign Language
fsl			French Sign Language
fss			Finnish-Swedish Sign Language
fub			Fulfulde, Adamawa
fuc			Pulaar
fud			Futuna, East
fue			Fulfulde, Borgu
fuf			Pular
fuh			Fulfulde, Western Niger
fui			Fulfulde, Bagirmi
fuj			Ko
ful	ful	ff	Fulah
fum			Fum
fun			Fulniô
fuq			Fulfulde, Central-Eastern Niger
fur	fur		Friulian
fut			Futuna-Aniwa
fuu			Furu
fuv			Fulfulde, Nigerian
fuy			Fuyug
fvr			Fur
fwa			Fwâi
fwe			Fwe
gaa	gaa		Ga
gab			Gabri
gad			Gaddang
gae			Guarequena
gaf			Gende
gag			Gagauz
gah			Alekano
gai			Borei
gaj			Gadsup
gak			Gamkonora
gal			Galoli
gam			Kandawo
gan			Chinese, Gan
gao			Gants
gap			Gal
gaq			Gata'
gar			Galeya
gas			Garasia, Adiwasi
gat			Kenati
gau			Gadaba, Mudhili
gav			Gabutamon
gaw			Nobonob
gax			Oromo, Borana-Arsi-Guji
gay	gay		Gayo
gaz			Oromo, West Central
gba	gba		Gbaya (Central African Republic)
gbb			Kaytetye
gbc			Garawa
gbd			Karadjeri
gbe			Niksek
gbf			Gaikundi
gbg			Gbanziri
gbh			Gbe, Defi
gbi			Galela
gbj			Gadaba, Bodo
gbk			Gaddi
gbl			Gamit
gbm			Garhwali
gbn			Mo'da
gbo			Grebo, Northern
gbp			Gbaya-Bossangoa
gbq			Gbaya-Bozoum
gbr			Gbagyi
gbs			Gbe, Gbesi
gbu			Gagadu
gbv			Gbanu
gbx			Gbe, Eastern Xwla
gby			Gbari
gbz			Dari, Zoroastrian
gcc			Mali
gcd			Ganggalida
gce			Galice
gcf			Guadeloupean Creole French
gcl			Grenadian Creole English
gcn			Gaina
gcr			Guianese Creole French
gct			German, Colonia Tovar
gda			Lohar, Gade
gdb			Gadaba, Pottangi Ollar
gdc			Gugu Badhun
gdd			Gedaged
gde			Gude
gdf			Guduf-Gava
gdg			Ga'dang
gdh			Gadjerawang
gdi			Gundi
gdj			Gurdjar
gdk			Gadang
gdl			Dirasha
gdm			Laal
gdn			Umanakaina
gdo			Ghodoberi
gdq			Mehri
gdr			Wipi
gdu			Gudu
gdx			Godwari
gea			Geruma
geb			Kire
gec			Grebo, Gboloo
ged			Gade
geg			Gengle
geh			German, Hutterite
gei			Gebe
gej			Gen
gek			Yiwom
gel			Kag-Fer-Jiir-Koor-Ror-Us-Zuksun
gen			Geman Deng
geq			Geme
ges			Geser-Gorom
gew			Gera
gex			Garre
gey			Enya
gez	gez		Geez
gfk			Patpatar
gft			Gafat
gga			Gao
ggb			Gbii
ggd			Gugadj
gge			Guragone
ggg			Gurgula
ggh			Garreh-Ajuran
ggk			Kungarakany
ggl			Ganglau
ggn			Gurung, Eastern
ggo			Gondi, Southern
ggr			Aghu Tharnggalu
ggt			Gitua
ggu			Gagu
ggw			Gogodala
gha			Ghadamès
ghc			Gaelic, Hiberno-Scottish
ghe			Ghale, Southern
ghh			Ghale, Northern
ghk			Karen, Geko
ghl			Ghulfan
ghn			Ghanongga
gho			Ghomara
ghr			Ghera
ghs			Guhu-Samane
ght			Ghale, Kutang
gia			Kitja
gib			Gibanawa
gic			Gail
gid			Gidar
gig			Goaria
gil	gil		Gilbertese
gim			Gimi (Eastern Highlands)
gin			Hinukh
gio			Gelao
gip			Gimi (West New Britain)
giq			Gelao, Green
gir			Gelao, Red
gis			Giziga, North
git			Gitxsan
giw			Gelao, White
gix			Gilima
giy			Giyug
giz			Giziga, South
gji			Geji
gjk			Koli, Kachi
gjn			Gonja
gju			Gujari
gka			Guya
gke			Ndai
gkn			Gokana
gkp			Kpelle, Guinea
gla	gla	gd	Gaelic (Scots)
glc			Bon Gula
gld			Nanai
gle	gle	ga	Irish
glg	glg	gl	Gallegan
glh			Pashayi, Northwest
gli			Guliguli
glj			Gula Iro
glk			Gilaki
glo			Galambu
glr			Glaro-Twabo
gls			Glosa
glu			Gula (Chad)
glv	glv	gv	Manx
glw			Glavda
gly			Gule
gma			Gambera
gmb			Gula'alaa
gmd			Mághdì
gmh	gmh		German, Middle High (ca.1050-1500)
gmn			Gimnime
gmo			Gamo-Gofa-Dawro
gmu			Gumalu
gmx			Magoma
gmy			Greek, Mycenaean
gna			Kaansa
gnb			Gangte
gnc			Guanche
gnd			Zulgo-Gemzek
gng			Ngangam
gnh			Lere
gni			Gooniyandi
gnk			//Gana
gnl			Gangulu
gnm			Ginuman
gnn			Gumatj
gno			Gondi, Northern
gnq			Gana
gnr			Gureng Gureng
gnt			Guntai
gnu			Gnau
gnw			Guaraní, Western Bolivian
gnz			Ganzi
goa			Guro
gob			Playero
goc			Gorakor
god			Godié
goe			Gongduk
gog			Gogo
goh	goh		German, Old High (ca.750-1050)
goi			Gobasi
goj			Gowlan
gok			Gowli
gol			Gola
gom			Konkani, Goanese
gon	gon		Gondi
goo			Gone Dau
gop			Yeretuar
goq			Gorap
gor	gor		Gorontalo
gos			Gronings
got	got		Gothic
gou			Gavar
gow			Gorowa
gox			Gobu
goy			Goundo
goz			Gozarkhani
gpa			Gupa-Abawa
gpn			Taiap
gqa			Ga'anda
gqi			Guiqiong
gqn			Guana (Brazil)
gqr			Gor
gra			Garasia, Rajput
grb	grb		Grebo
grc	grc		Greek, Ancient (to 1453)
grd			Guruntum-Mbaaru
grg			Madi
grh			Gbiri-Niragu
gri			Ghari
grj			Grebo, Southern
grm			Kota Marudu Talantang
grn	grn	gn	Guarani
gro			Groma
grq			Gorovu
grr			Taznatit
grs			Gresi
grt			Garo
gru			Kistane
grv			Grebo, Central
grw			Gweda
grx			Guriaso
gry			Grebo, Barclayville
grz			Guramalum
gsc			Gascon
gse			Ghanaian Sign Language
gsg			German Sign Language
gsl			Gusilay
gsm			Guatemalan Sign Language
gsn			Gusan
gsp			Wasembo
gss			Greek Sign Language
gsw	gsw		Schwyzerdütsch
gta			Guató
gti			Gbati-ri
gua			Shiki
gub			Guajajára
guc			Wayuu
gud			Dida, Yocoboué
gue			Gurinji
guf			Gupapuyngu
gug			Guaraní, Paraguayan
guh			Guahibo
gui			Guaraní, Eastern Bolivian
guj	guj	gu	Gujarati
guk			Gumuz
gul			Sea Island Creole English
gum			Guambiano
gun			Guaraní, Mbyá
guo			Guayabero
gup			Gunwinggu
guq			Aché
gur			Farefare
gus			Guinean Sign Language
gut			Maléku Jaíka
guu			Yanomamö
guv			Gey
guw			Gun
gux			Gourmanchéma
guz			Gusii
gva			Guana (Paraguay)
gvc			Guanano
gve			Duwet
gvf			Golin
gvj			Guajá
gvl			Gulay
gvm			Gurmana
gvn			Kuku-Yalanji
gvo			Gavião Do Jiparaná
gvp			Gavião, Pará
gvr			Gurung, Western
gvs			Gumawana
gvy			Guyani
gwa			Mbato
gwb			Gwa
gwc			Kalami
gwd			Gawwada
gwe			Gweno
gwf			Gowro
gwg			Moo
gwi	gwi		Gwich´in
gwj			/Gwi
gwn			Gwandara
gwr			Gwere
gwt			Gawar-Bati
gwu			Guwamu
gww			Kwini
gwx			Gua
gxx			Wè Southern
gya			Gbaya, Northwest
gyb			Garus
gyd			Kayardild
gye			Gyem
gyf			Gungabula
gyg			Gbayi
gyi			Gyele
gym			Ngäbere
gyn			Guyanese Creole English
gyr			Guarayu
gyy			Gunya
gza			Ganza
gzi			Gazi
gzn			Gane
haa			Han
hab			Hanoi Sign Language
hac			Gurani
had			Hatam
hae			Oromo, Eastern
haf			Haiphong Sign Language
hag			Hanga
hah			Hahon
hai	hai		Haida
haj			Hajong
hak			Chinese, Hakka
hal			Halang
ham			Hewa
han			Hangaza
hao			Hakö
hap			Hupla
haq			Ha
har			Harari
has			Haisla
hat	hat	ht	Haitian; Haitian Creole
hau	hau	ha	Hausa
hav			Havu
haw	haw		Hawaiian
hax			Haida, Southern
hay			Haya
haz			Hazaragi
hba			Hamba
hbb			Huba
hbn			Heiban
hbo			Hebrew, Ancient
hbs		sh	Serbo-Croatian
hbu			Habu
hca			Andaman Creole Hindi
hch			Huichol
hdn			Haida, Northern
hds			Honduras Sign Language
hdy			Hadiyya
hea			Hmong, Northern Qiandong
heb	heb	he	Hebrew
hed			Herdé
heg			Helong
heh			Hehe
hei			Heiltsuk
hem			Hemba
her	her	hz	Herero
hgm			Hai//om
hgw			Haigwai
hhr			Kerak
hia			Lamang
hib			Hibito
hid			Hidatsa
hif			Hindustani, Fijian
hig			Kamwe
hih			Pamosu
hii			Hinduri
hij			Hijuk
hik			Seit-Kaitetu
hil	hil		Hiligaynon
hin	hin	hi	Hindi
hio			Tsoa
hir			Himarimã
hit	hit		Hittite
hiw			Hiw
hix			Hixkaryána
hka			Kahe
hke			Hunde
hla			Halia
hlb			Halbi
hld			Halang Doan
hlt			Nga La
hlu			Luwian, Hieroglyphic
hma			Hmong, Southern Mashan
hmb			Songhay, Humburi Senni
hmc			Hmong, Central Huishui
hmd			Hmong, Northeastern Dian
hme			Hmong, Eastern Huishui
hmf			Hmong Don
hmg			Hmong, Southwestern Guiyang
hmh			Hmong, Southwestern Huishui
hmi			Hmong, Northern Huishui
hmj			Hmong, Chonganjiang
hmk			Maek
hml			Hmong, Luopohe
hmm			Hmong, Central Mashan
hmn	hmn		Hmong
hmo	hmo	ho	Hiri Motu
hmp			Hmong, Northern Mashan
hmq			Hmong, Eastern Qiandong
hmr			Hmar
hms			Hmong, Southern Qiandong
hmt			Hamtai
hmu			Hamap
hmv			Hmong Dô
hmw			Hmong, Western Mashan
hmy			Hmong, Southern Guiyang
hmz			Hmong Shua
hna			Mina (Cameroon)
hnd			Hindko, Southern
hne			Chhattisgarhi
hnh			//Ani
hni			Hani
hnn			Hanunoo
hno			Hindko, Northern
hns			Hindustani, Caribbean
hnu			Hung
hoa			Hoava
hob			Mari (Madang Province)
hoc			Ho
hod			Holma
hoe			Horom
hoh			Hobyót
hoi			Holikachuk
hoj			Harauti
hol			Holu
hom			Homa
hoo			Holoholo
hop			Hopi
hor			Horo
hos			Ho Chi Minh City Sign Language
hot			Hote
hov			Hovongan
how			Honi
hoy			Holiya
hoz			Hozo
hpo			Hpon
hps			Hawai'i Pidgin Sign Language
hra			Hrangkhol
hre			Hre
hrk			Haruku
hro			Haroi
hrr			Horuru
hrt			Hértevin
hru			Hruso
hrv	hrv	hr	Croatian
hrz			Harzani
hsb	hsb		Sorbian, Upper
hsf			Huastec, Southeastern
hsh			Hungarian Sign Language
hsl			Hausa Sign Language
hsn			Chinese, Xiang
hss			Harsusi
hti			Hoti
hto			Huitoto, Minica
hts			Hadza
htu			Hitu
htx			Hittite, Middle
hub			Huambisa
huc			=/Hua
hud			Huaulu
hue			Huave, San Francisco Del Mar
huf			Humene
hug			Huachipaeri
huh			Huilliche
hui			Huli
huj			Hmong, Northern Guiyang
huk			Hulung
hul			Hula
hum			Hungana
hun	hun	hu	Hungarian
huo			Hu
hup	hup		Hupa
huq			Tsat
hur			Halkomelem
hus			Huastec, Veracruz
hut			Humla
huu			Huitoto, Murui
huv			Huave, San Mateo Del Mar
huw			Hukumina
hux			Huitoto, Nüpode
huy			Hulaulá
huz			Hunzib
hva			Huastec, San Luís Potosí
hvc			Haitian Vodoun Culture Language
hve			Huave, San Dionisio Del Mar
hvk			Haveke
hvn			Sabu
hvv			Huave, Santa María Del Mar
hwa			Wané
hwc			Hawai'i Creole English
hwo			Hwana
hya			Hya
hye	hye	hy	Armenian
iai			Iaai
ian			Iatmul
iap			Iapama
iar			Purari
iba	iba		Iban
ibb			Ibibio
ibd			Iwaidja
ibe			Akpes
ibg			Ibanag
ibi			Ibilo
ibl			Ibaloi
ibm			Agoi
ibn			Ibino
ibo	ibo	ig	Igbo
ibr			Ibuoro
ibu			Ibu
iby			Ibani
ica			Ede Ica
ich			Etkywan
icl			Icelandic Sign Language
icr			Islander Creole English
ida			Idakho-Isukha-Tiriki
idb			Indo-Portuguese
idc			Idon
idd			Ede Idaca
ide			Idere
idi			Idi
ido	ido	io	Ido
idr			Indri
ids			Idesa
idt			Idaté
idu			Idoma
ifa			Ifugao, Amganad
ifb			Ifugao, Batad
ife			Ifè
iff			Ifo
ifk			Ifugao, Tuwali
ifm			Teke-Fuumu
ifu			Ifugao, Mayoyao
ify			Kallahan, Keley-I
igb			Ebira
ige			Igede
igg			Igana
igl			Igala
igm			Kanggape
ign			Ignaciano
igo			Isebe
igs			Interglossa
igw			Igwe
ihb			Iha Based Pidgin
ihi			Ihievbe
ihp			Iha
iii	iii	ii	Yi, Sichuan
ijc			Izon
ije			Biseni
ijj			Ede Ije
ijn			Kalabari
ijs			Ijo, Southeast
ike			Inuktitut, Eastern Canadian
iki			Iko
ikk			Ika
ikl			Ikulu
iko			Olulumo-Ikom
ikp			Ikpeshi
ikt			Inuktitut, Western Canadian
iku	iku	iu	Inuktitut
ikv			Iku-Gora-Ankwa
ikw			Ikwere
ikx			Ik
ikz			Ikizu
ila			Ile Ape
ilb			Ila
ile	ile	ie	Interlingue
ilg			Garig-Ilgar
ili			Ili Turki
ilk			Ilongot
ill			Iranun
ilo	ilo		Iloko
ilu			Ili'uun
ilv			Ilue
ilw			Talur
ime			Imeraguen
imi			Anamgura
iml			Miluk
imn			Imonda
imo			Imbongu
imr			Imroing
ims			Marsian
imy			Milyan
ina	ina	ia	Interlingua (International Auxiliary Language Association)
inb			Inga
ind	ind	id	Indonesian
ing			Degexit'an
inh	inh		Ingush
inj			Inga, Jungle
inl			Indonesian Sign Language
inm			Minaean
inn			Isinai
ino			Inoke-Yate
inp			Iñapari
ins			Indian Sign Language
int			Intha
inz			Ineseño
ior			Inor
iou			Tuma-Irumu
iow			Iowa-Oto
ipi			Ipili
ipk	ipk	ik	Inupiaq
ipo			Ipiko
iqu			Iquito
ire			Iresim
irh			Irarutu
iri			Irigwe
irk			Iraqw
irn			Irántxe
irr			Ir
iru			Irula
irx			Kamberau
iry			Iraya
isa			Isabi
isc			Isconahua
isd			Isnag
ise			Italian Sign Language
isg			Irish Sign Language
ish			Esan
isi			Nkem-Nkum
isl	isl	is	Icelandic
ism			Masimasi
isn			Isanzu
iso			Isoko
isr			Israeli Sign Language
ist			Istriot
isu			Isu (Menchum Division)
ita	ita	it	Italian
itb			Itneg, Binongan
ite			Itene
iti			Itneg, Inlaod
itk			Judeo-Italian
itl			Itelmen
itm			Itu Mbon Uzo
ito			Itonama
itr			Iteri
its			Isekiri
itt			Itneg, Maeng
itu			Itutang
itv			Itawit
itw			Ito
itx			Itik
ity			Itneg, Moyadan
itz			Itzá
ium			Iu Mien
ivb			Ibatan
ivv			Ivatan
iwk			I-Wak
iwm			Iwam
iwo			Iwur
iws			Iwam, Sepik
ixc			Ixcatec
ixi			Ixil, Nebaj
